@relation UniversalBank-weka.filters.unsupervised.attribute.Remove-R4

@attribute Age numeric
@attribute Experience numeric
@attribute Income numeric
@attribute Family numeric
@attribute CCAvg numeric
@attribute Education {Under,Grad,Prof}
@attribute Mortgage numeric
@attribute SecuritiesAccount {Yes,No}
@attribute CDAccount {No,Yes}
@attribute Online {No,Yes}
@attribute CreditCard {No,Yes}
@attribute PersonalLoan {No,Yes}

@data
39,15,91,2,1.7,Grad,151,No,No,No,No,No
63,39,53,1,0.8,Under,0,No,No,No,No,No
58,32,110,3,1.7,Grad,0,No,No,No,No,No
28,4,82,3,1.5,Under,103,No,No,Yes,No,No
36,11,23,4,0.2,Prof,0,No,No,Yes,No,No
43,19,172,2,6.67,Under,0,No,No,Yes,No,No
36,12,88,2,2.7,Under,0,No,No,Yes,No,No
44,18,71,2,0.8,Prof,0,No,No,Yes,No,No
31,5,180,1,2.9,Prof,144,Yes,No,No,No,Yes
45,21,39,2,2.1,Prof,184,No,No,No,Yes,No
39,13,94,1,1.5,Prof,0,No,No,No,Yes,No
43,16,25,3,1,Grad,0,No,No,Yes,No,No
40,15,10,2,0,Prof,102,No,No,Yes,No,No
30,5,42,1,1,Under,184,No,No,No,No,No
58,33,142,2,3.9,Under,0,No,No,No,Yes,No
46,21,34,2,1.3,Under,0,No,No,Yes,No,No
35,10,139,1,4.6,Under,0,No,No,No,No,No
30,4,154,2,4.5,Under,207,No,No,Yes,No,No
34,8,40,2,2,Prof,89,No,No,No,No,No
62,32,33,1,1.5,Prof,140,No,No,Yes,Yes,No
58,34,80,2,1.6,Under,0,No,No,Yes,Yes,No
45,18,10,3,0.67,Grad,100,No,No,Yes,No,No
42,16,41,3,0.5,Prof,0,No,No,Yes,No,No
60,36,30,4,1.3,Under,118,No,No,Yes,Yes,No
55,29,78,1,0.8,Prof,190,No,No,Yes,No,No
45,21,164,1,5,Under,0,No,No,No,Yes,No
52,27,23,1,0.4,Prof,0,No,No,No,No,No
31,7,149,1,6,Under,0,No,No,No,No,No
60,34,25,4,0.7,Prof,0,No,No,Yes,No,No
33,9,42,1,2.1,Prof,0,No,No,Yes,No,No
37,11,71,1,2.5,Under,185,No,No,Yes,Yes,No
59,34,114,3,4.2,Grad,0,No,No,Yes,No,Yes
51,26,70,1,2.8,Grad,0,No,No,Yes,Yes,No
47,23,149,4,6.1,Under,0,No,No,No,Yes,Yes
60,33,55,4,2.5,Grad,0,No,No,Yes,No,No
61,36,29,1,1.3,Under,0,No,No,No,No,No
64,40,123,1,3.8,Under,0,No,No,Yes,Yes,No
46,20,152,1,7.4,Prof,374,No,Yes,Yes,Yes,Yes
31,7,8,4,0.7,Grad,0,No,No,No,No,No
57,32,69,4,0.7,Under,245,No,No,No,No,No
48,23,161,4,7.9,Prof,310,No,No,No,No,Yes
48,23,79,1,0.2,Grad,0,No,No,No,No,No
35,10,105,1,4.6,Under,0,No,No,No,No,No
33,8,39,3,2.3,Under,0,No,No,No,No,No
47,23,163,1,5,Under,0,No,No,No,No,No
46,20,9,1,0.2,Under,0,No,No,Yes,No,No
44,20,71,4,2,Prof,0,No,No,No,Yes,No
42,18,51,3,2.1,Prof,0,No,No,No,No,No
50,24,32,1,1.4,Prof,167,No,No,No,No,No
52,26,161,4,4.3,Under,0,No,Yes,Yes,Yes,Yes
53,27,60,1,0.2,Under,0,No,No,Yes,No,No
37,10,35,4,1,Grad,0,No,No,No,No,No
64,40,41,4,1.2,Grad,0,No,No,Yes,No,No
46,22,73,2,1.7,Under,216,No,No,Yes,No,No
57,33,49,4,1.5,Under,214,Yes,Yes,Yes,Yes,No
61,35,79,2,2,Under,194,No,No,Yes,Yes,No
42,18,120,2,7.5,Under,0,Yes,No,No,No,No
40,16,60,2,3.2,Under,0,No,No,No,No,No
33,8,78,3,0.6,Grad,0,No,No,Yes,No,No
50,26,40,4,1.1,Grad,131,No,No,No,No,No
52,26,110,2,5.4,Prof,204,Yes,Yes,Yes,No,Yes
35,11,160,4,5.7,Prof,0,Yes,No,No,No,Yes
57,32,68,4,0.7,Under,191,No,No,Yes,Yes,No
56,31,49,2,1.6,Prof,103,No,No,Yes,No,No
44,20,65,2,2.5,Under,0,No,No,Yes,No,No
23,-3,55,3,2.4,Grad,145,No,No,Yes,No,No
33,8,62,3,2.3,Under,98,No,No,No,Yes,No
48,22,152,1,0,Under,0,No,No,No,No,No
45,18,42,3,2.5,Grad,0,No,No,No,No,No
54,28,39,4,0.7,Grad,0,No,No,Yes,No,No
42,17,111,3,3,Under,0,Yes,Yes,No,Yes,Yes
47,21,82,3,2.1,Under,0,No,No,No,No,No
61,36,108,4,3.4,Grad,0,No,No,Yes,No,No
53,27,59,2,0.8,Prof,0,No,No,Yes,No,No
56,30,61,3,2.5,Under,193,No,No,Yes,No,No
33,6,78,4,2,Grad,0,Yes,No,Yes,No,No
44,18,18,2,0.1,Prof,0,No,No,Yes,No,No
63,37,113,4,1.7,Prof,0,No,No,Yes,Yes,No
47,20,62,1,2.67,Grad,0,No,No,Yes,No,No
50,24,81,1,4.9,Under,248,No,No,Yes,No,No
49,25,13,3,0.4,Under,106,No,No,Yes,No,No
34,9,75,1,2.8,Under,194,No,No,No,No,No
40,14,33,2,0.8,Prof,89,No,No,Yes,No,No
38,13,179,1,4.1,Under,0,No,No,Yes,No,No
51,26,69,3,2,Grad,0,No,No,Yes,No,No
28,4,45,1,1,Prof,0,No,No,Yes,No,No
52,26,59,3,3,Grad,0,No,No,Yes,No,No
39,13,81,2,2.8,Under,0,No,No,Yes,No,No
29,5,133,1,5.4,Under,212,No,No,Yes,No,No
54,29,81,2,0,Prof,0,No,No,Yes,No,No
63,38,14,4,0.4,Grad,86,No,No,Yes,Yes,No
40,14,28,2,0.8,Prof,0,No,No,No,No,No
36,12,93,2,2.2,Under,0,No,No,Yes,No,No
45,20,191,3,2.6,Prof,123,No,No,No,No,Yes
61,37,155,1,2.9,Under,0,No,No,Yes,No,No
26,0,155,2,7.2,Under,0,No,No,No,No,No
33,8,68,4,1.3,Under,0,No,No,Yes,No,No
64,40,52,2,1.1,Under,226,No,No,No,No,No
43,17,51,1,0.7,Prof,0,No,No,No,No,No
24,0,44,4,1.6,Under,180,No,No,Yes,No,No
30,5,121,2,3.1,Under,408,No,No,Yes,No,No
60,36,49,4,2.2,Under,204,Yes,No,Yes,No,No
50,26,42,2,1,Prof,78,Yes,No,Yes,No,No
40,15,144,1,4.1,Under,0,No,No,No,No,No
31,6,72,1,2.6,Grad,0,No,No,Yes,No,No
30,4,44,1,1.5,Under,109,No,No,No,No,No
60,35,43,3,0.9,Prof,175,No,No,No,No,No
39,14,74,1,0.1,Grad,144,Yes,No,Yes,No,No
66,41,145,1,2.5,Under,0,No,No,Yes,No,No
65,41,158,2,2.1,Under,0,No,No,No,No,No
54,28,78,4,4.9,Under,0,No,No,No,No,No
54,29,154,1,2.4,Grad,352,No,No,Yes,No,Yes
35,9,105,2,4.5,Prof,0,No,No,No,No,No
32,7,100,3,0.6,Grad,0,No,No,Yes,No,No
63,39,58,1,0,Grad,0,No,No,Yes,No,No
60,35,113,1,0.9,Under,406,No,No,Yes,No,No
43,18,10,2,0.1,Grad,0,Yes,No,No,Yes,No
59,33,142,2,2.7,Under,0,No,No,No,No,No
62,37,128,1,2.5,Under,0,No,No,No,No,No
30,5,131,3,0.5,Prof,0,No,No,No,No,Yes
54,30,88,4,1,Grad,122,No,No,Yes,No,No
30,6,101,2,0.6,Under,0,No,No,Yes,No,No
31,1,70,2,1.75,Prof,0,No,Yes,Yes,Yes,No
44,20,122,1,0.3,Under,0,Yes,No,Yes,No,No
32,8,70,3,1.5,Under,0,No,No,Yes,No,No
63,38,148,2,4.3,Prof,0,No,No,Yes,No,Yes
57,32,43,2,2.1,Prof,166,No,No,Yes,No,No
60,30,31,1,1.5,Prof,0,No,No,Yes,No,No
37,11,35,2,0.8,Prof,0,No,No,No,No,No
53,27,81,4,2.6,Prof,0,No,No,Yes,No,No
51,25,19,1,1.4,Prof,98,No,No,No,No,No
30,5,98,4,1.8,Prof,129,Yes,Yes,Yes,Yes,No
28,2,101,4,2.1,Prof,0,No,No,Yes,No,No
50,24,81,2,0.4,Prof,0,No,No,No,No,No
52,27,135,1,0.6,Under,452,No,No,Yes,No,No
56,30,34,2,0.7,Grad,0,No,No,Yes,No,No
40,16,104,1,3.4,Under,249,No,No,No,No,No
64,38,29,3,0.7,Grad,0,No,No,Yes,No,No
61,36,119,2,5.4,Grad,0,No,No,Yes,No,Yes
46,20,82,2,1.7,Grad,0,No,No,Yes,Yes,No
55,29,62,1,0.2,Under,0,No,No,Yes,No,No
45,19,85,3,2.1,Under,0,No,No,Yes,Yes,No
40,15,8,2,0.1,Grad,0,No,No,No,No,No
63,37,78,4,1.7,Prof,0,No,No,Yes,No,No
57,32,44,3,0.5,Grad,0,No,No,Yes,No,No
38,14,122,2,8,Under,0,No,No,Yes,Yes,No
37,11,22,3,0.1,Grad,114,No,No,No,No,No
31,5,39,4,2.2,Grad,0,No,No,Yes,Yes,No
50,26,55,1,1.6,Grad,0,No,No,Yes,No,No
42,18,144,2,6.1,Under,158,No,No,No,No,No
51,27,71,1,2.6,Grad,0,No,No,No,Yes,No
38,13,191,2,3,Under,0,No,No,Yes,No,No
53,26,22,1,0.5,Grad,100,No,No,Yes,No,No
43,17,158,1,2.4,Under,0,No,No,Yes,No,No
35,9,131,3,0.3,Prof,0,No,Yes,Yes,Yes,Yes
49,24,75,1,2.8,Grad,160,No,No,No,Yes,No
28,4,69,3,0.7,Grad,170,No,No,No,No,No
51,27,39,2,0.8,Under,0,No,No,No,No,No
39,14,34,4,1.7,Under,0,No,No,Yes,Yes,No
31,7,32,1,1.7,Under,0,No,No,Yes,No,No
44,18,129,1,5.7,Under,0,No,No,Yes,No,No
46,20,158,3,5.4,Under,432,No,No,No,Yes,Yes
42,18,54,1,1.8,Under,0,No,No,Yes,No,No
41,17,34,1,2,Grad,0,No,No,No,No,No
23,-2,45,4,0.6,Grad,0,No,No,Yes,Yes,No
59,33,68,2,2.3,Prof,0,Yes,No,No,No,No
47,21,53,1,1.5,Grad,0,No,No,Yes,No,No
48,23,32,1,0.1,Under,0,No,No,No,Yes,No
58,33,173,2,7.2,Prof,0,No,No,Yes,No,Yes
58,34,31,4,0.4,Under,0,No,No,No,No,No
54,29,72,2,3.7,Under,144,No,No,Yes,No,No
49,24,30,4,0.4,Grad,157,No,Yes,Yes,Yes,No
63,38,138,1,2.5,Under,0,No,No,Yes,No,No
62,37,18,1,1.5,Grad,127,No,No,No,No,No
45,19,69,1,2.8,Under,220,No,No,Yes,Yes,No
39,13,58,3,2.1,Under,247,No,No,Yes,No,No
58,34,63,4,1.5,Under,0,No,No,Yes,No,No
56,30,43,2,0.3,Under,0,Yes,No,No,No,No
29,5,28,1,0.2,Prof,0,No,No,Yes,No,No
33,9,38,1,2.1,Prof,133,No,No,No,No,No
55,29,72,3,0.3,Grad,147,No,No,No,No,No
56,31,64,4,0.9,Under,0,No,No,Yes,No,No
36,12,70,3,2.6,Grad,165,No,No,Yes,No,No
53,29,12,1,0.3,Under,0,No,No,No,No,No
57,31,159,2,0.5,Under,0,No,No,No,No,No
35,9,103,2,4.5,Prof,0,No,No,Yes,No,No
43,18,42,1,0.3,Prof,0,No,No,Yes,No,No
54,29,48,2,2.1,Prof,142,No,No,Yes,No,No
29,3,49,1,1.5,Under,0,No,No,No,No,No
39,14,89,2,0.4,Under,0,No,No,Yes,No,No
32,8,22,4,0.7,Grad,0,No,No,Yes,Yes,No
51,27,10,2,0.2,Under,86,No,No,No,No,No
50,25,38,1,1.3,Grad,120,No,No,No,Yes,No
54,29,49,2,2.1,Prof,95,No,No,Yes,Yes,No
38,12,30,2,1.4,Prof,0,No,No,No,Yes,No
32,7,82,1,2.6,Grad,240,No,Yes,Yes,Yes,No
62,37,82,1,0.8,Prof,312,No,No,Yes,No,No
57,33,24,1,0.1,Grad,0,No,No,No,No,No
47,23,32,4,0.6,Under,156,No,No,Yes,Yes,No
51,25,34,3,0.9,Prof,111,No,No,Yes,No,No
54,27,195,2,4.75,Grad,477,No,No,No,No,Yes
26,1,61,4,2.2,Under,119,No,No,No,No,No
37,11,22,3,0.1,Grad,0,No,No,Yes,Yes,No
27,0,40,4,1,Prof,0,No,No,Yes,No,No
63,38,50,2,2.8,Under,205,No,No,No,No,No
62,36,35,2,0.7,Prof,0,Yes,No,No,Yes,No
59,33,64,3,0.3,Grad,0,No,No,No,No,No
32,7,49,3,2.3,Under,0,No,No,Yes,No,No
35,8,44,4,1,Grad,192,No,No,No,Yes,No
56,31,65,2,3.7,Under,0,No,No,Yes,No,No
55,31,13,4,0.7,Under,0,No,No,Yes,No,No
31,5,84,1,2.9,Prof,105,No,No,No,Yes,No
54,29,28,4,0.2,Grad,101,No,No,Yes,No,No
58,32,108,3,4.4,Under,0,No,No,Yes,No,No
48,24,59,1,0,Under,144,No,No,Yes,No,No
48,22,163,1,2.4,Under,396,No,No,Yes,No,No
33,9,183,2,8.8,Prof,582,No,No,Yes,No,Yes
36,6,69,4,4,Prof,0,No,No,Yes,No,No
41,16,115,1,7,Under,0,No,No,No,No,No
55,31,130,4,6.5,Under,0,No,No,No,Yes,Yes
63,37,185,2,7.9,Grad,358,No,No,Yes,No,Yes
53,29,118,2,0.3,Under,0,No,No,Yes,No,No
38,13,163,1,4.1,Under,0,No,No,No,No,No
46,20,140,2,6.3,Under,380,No,No,Yes,Yes,No
59,33,91,2,0.7,Grad,0,No,No,Yes,Yes,No
56,31,61,4,1.3,Prof,0,No,No,Yes,Yes,No
59,35,168,4,4.1,Grad,0,No,No,Yes,No,Yes
39,13,69,3,0.9,Grad,0,No,No,No,No,No
47,21,22,1,0.2,Under,104,No,No,No,No,No
47,22,53,1,0.3,Under,213,No,No,No,No,No
53,26,25,2,1,Grad,0,No,Yes,Yes,Yes,No
36,9,115,4,2.2,Grad,0,No,No,No,No,Yes
34,9,31,4,1.1,Prof,85,Yes,Yes,Yes,Yes,No
36,10,83,1,2.8,Prof,0,No,No,No,Yes,No
60,34,152,2,6.9,Under,0,No,No,No,No,No
45,20,30,1,0.1,Under,0,No,No,Yes,No,No
27,3,34,1,0.2,Prof,0,No,No,Yes,Yes,No
47,22,44,1,1.4,Prof,0,No,No,Yes,Yes,No
44,20,182,2,7.6,Under,0,No,No,No,No,No
54,30,44,3,1.5,Under,117,No,No,Yes,No,No
57,33,122,2,6,Under,153,Yes,Yes,Yes,Yes,No
52,26,35,4,1.8,Under,0,No,No,Yes,No,No
51,25,91,1,0.8,Prof,0,No,No,No,No,No
57,32,30,2,2,Grad,0,No,No,No,No,No
65,39,53,1,2.5,Prof,0,No,No,Yes,No,No
58,33,28,1,0.3,Prof,0,No,No,Yes,No,No
64,39,85,4,3.4,Grad,200,No,No,Yes,No,No
52,26,28,2,0.7,Grad,90,No,No,Yes,Yes,No
58,34,41,4,0.4,Under,177,No,No,Yes,No,No
52,22,154,1,5,Prof,0,Yes,Yes,Yes,No,Yes
43,18,41,1,0.3,Prof,0,No,No,Yes,No,No
56,32,33,3,1.5,Under,0,No,No,No,No,No
37,12,182,3,5.8,Prof,0,No,No,Yes,No,Yes
53,27,59,2,0.8,Prof,0,No,No,Yes,No,No
27,2,129,2,3.3,Under,0,Yes,No,No,No,No
53,27,35,3,0.9,Prof,136,No,No,Yes,No,No
42,16,185,3,2.2,Grad,0,Yes,Yes,Yes,Yes,Yes
58,34,45,4,1.3,Grad,201,No,No,No,No,No
36,12,62,4,0.1,Grad,145,No,No,No,No,No
53,28,183,3,8.2,Prof,467,No,Yes,Yes,Yes,Yes
48,22,14,2,0.1,Prof,0,No,No,Yes,No,No
54,28,53,1,2.2,Prof,0,No,No,Yes,Yes,No
26,1,48,3,2.6,Prof,169,No,No,No,No,No
50,26,128,2,0.4,Under,0,No,No,Yes,No,No
31,7,105,1,4,Under,331,No,No,Yes,No,No
35,9,40,3,0.9,Under,0,No,No,Yes,Yes,No
63,37,10,2,0.4,Under,0,No,No,Yes,No,No
29,4,102,2,3.3,Under,303,No,No,No,No,No
57,32,31,3,0.1,Grad,0,No,No,Yes,No,No
30,5,30,4,0.8,Under,158,No,No,Yes,No,No
33,7,21,1,0.6,Prof,0,Yes,No,No,No,No
62,36,44,2,0.3,Under,0,No,No,No,No,No
35,10,48,1,2.5,Prof,164,No,No,Yes,No,No
37,11,21,3,0.2,Grad,0,No,No,Yes,No,No
37,11,84,4,2.2,Grad,0,No,No,Yes,Yes,No
35,10,64,3,0.7,Grad,230,No,No,Yes,No,No
35,9,82,1,2.5,Under,138,No,No,No,No,No
59,35,39,4,1.3,Under,0,No,No,Yes,No,No
53,27,45,2,0.8,Prof,0,No,No,Yes,Yes,No
45,21,133,4,5.7,Prof,0,No,Yes,Yes,Yes,Yes
46,22,152,2,1.4,Under,0,No,No,Yes,No,No
40,16,12,1,1,Under,91,Yes,No,No,No,No
42,16,32,3,1.5,Under,149,No,No,Yes,No,No
25,1,74,4,2.6,Under,204,No,No,No,No,No
39,14,54,2,1.1,Grad,159,No,No,No,Yes,No
30,6,181,3,4.1,Grad,0,No,Yes,Yes,Yes,Yes
58,33,75,2,0,Prof,0,No,No,Yes,No,No
41,15,95,3,0.1,Under,240,Yes,No,No,No,No
37,11,190,4,7.3,Grad,565,No,Yes,Yes,No,Yes
36,11,90,1,2.8,Under,0,No,No,Yes,No,No
27,3,20,4,1,Under,134,No,No,Yes,Yes,No
60,34,64,3,2.2,Prof,0,No,No,No,No,No
62,36,85,2,1.7,Prof,98,No,No,No,No,No
67,43,105,4,1.7,Grad,0,No,No,Yes,No,No
44,18,21,1,0.2,Under,0,No,No,Yes,No,No
24,-1,78,2,1.8,Grad,0,No,No,No,No,No
45,21,158,2,6.67,Under,132,No,No,Yes,Yes,No
58,34,125,1,4.3,Under,219,No,No,No,No,No
61,36,81,3,1.8,Grad,0,No,No,Yes,No,No
54,29,183,1,8.1,Under,0,No,No,Yes,Yes,No
28,3,54,4,0.6,Grad,0,No,No,Yes,No,No
49,24,79,4,3.6,Prof,212,No,No,Yes,No,No
35,11,38,1,1.5,Grad,136,No,No,Yes,No,No
36,10,172,4,1,Grad,295,No,No,Yes,No,Yes
34,8,184,3,7.5,Under,0,No,No,No,No,Yes
36,11,158,2,7.8,Under,114,No,No,Yes,Yes,No
35,11,188,1,0.9,Prof,282,No,No,Yes,No,Yes
27,2,20,4,0.5,Prof,0,No,No,Yes,No,No
42,18,60,4,0.2,Prof,151,No,No,No,Yes,No
65,39,113,4,2.4,Prof,0,No,No,Yes,No,No
29,5,70,4,0,Under,0,No,No,Yes,Yes,No
65,41,84,2,0,Prof,0,No,No,Yes,Yes,No
59,33,23,2,0.2,Prof,0,No,No,Yes,No,No
46,22,141,2,3.3,Under,0,Yes,Yes,Yes,Yes,No
59,33,110,3,4.4,Under,264,No,No,Yes,No,No
52,26,31,4,1.8,Under,0,No,No,Yes,Yes,No
60,35,22,1,1.3,Under,80,No,No,No,No,No
43,17,91,1,5.2,Under,0,Yes,No,No,No,No
65,39,82,4,2.4,Prof,252,No,No,Yes,No,No
50,26,23,1,0.3,Under,0,No,No,No,No,No
48,23,35,1,0.1,Under,0,Yes,No,Yes,No,No
49,25,114,1,2.5,Prof,0,No,No,Yes,No,Yes
58,33,18,3,0.1,Grad,0,No,No,Yes,Yes,No
24,-2,80,2,1.6,Prof,238,No,No,No,No,No
58,32,74,2,2.3,Prof,0,No,No,No,Yes,No
45,19,122,4,4.1,Grad,0,No,No,Yes,No,Yes
42,15,73,3,2.33,Grad,0,No,No,No,No,No
64,40,40,2,1.1,Under,0,No,No,Yes,No,No
49,25,55,4,0.1,Prof,0,No,No,Yes,No,No
55,31,69,1,2.7,Grad,0,Yes,No,No,Yes,No
40,14,92,4,1.4,Grad,0,No,No,Yes,No,No
28,2,48,4,2.1,Prof,0,No,No,Yes,Yes,No
57,31,113,4,0.6,Prof,327,No,No,Yes,No,Yes
50,25,58,1,1.3,Grad,0,No,No,Yes,No,No
40,16,109,2,2.2,Under,0,No,No,Yes,No,No
55,28,39,3,1,Grad,0,No,No,Yes,Yes,No
53,29,33,3,1.9,Grad,144,No,No,No,No,No
48,24,18,4,0.2,Under,0,No,No,Yes,Yes,No
59,33,63,1,1.6,Under,0,No,No,Yes,Yes,No
58,32,43,1,2.8,Grad,0,No,No,Yes,No,No
38,14,70,4,2,Prof,0,No,No,Yes,No,No
49,25,19,1,0.9,Prof,0,No,No,No,No,No
60,36,39,4,1.3,Grad,140,No,No,Yes,No,No
54,28,81,3,0.8,Under,0,No,No,No,No,No
28,2,34,4,1.3,Prof,0,No,No,No,No,No
27,1,140,1,5.9,Grad,175,Yes,Yes,Yes,No,Yes
42,18,114,1,0.3,Under,0,No,No,No,No,No
52,28,55,2,3.2,Prof,151,No,No,No,No,No
54,30,21,1,0.1,Grad,76,No,No,Yes,No,No
56,30,50,4,2.8,Grad,0,Yes,No,Yes,No,No
58,34,41,3,1.5,Under,0,No,No,Yes,Yes,No
56,32,190,3,2.2,Under,0,No,Yes,Yes,No,Yes
64,40,8,2,0.3,Prof,0,No,No,Yes,No,No
35,8,55,2,1.67,Grad,0,No,No,Yes,No,No
45,20,40,2,1.3,Under,0,No,No,No,Yes,No
57,32,22,3,0.1,Grad,0,No,No,Yes,No,No
35,8,44,2,1.67,Grad,0,Yes,No,No,Yes,No
46,22,102,3,4.5,Prof,0,No,No,Yes,No,Yes
30,4,54,4,1.8,Prof,235,No,No,Yes,No,No
44,20,130,4,3.2,Grad,0,No,No,No,No,Yes
39,12,75,3,2.33,Grad,0,No,No,Yes,Yes,No
42,18,42,2,1.7,Under,0,No,No,Yes,No,No
34,9,133,1,3.8,Under,0,No,No,Yes,No,No
46,20,40,1,1.2,Grad,0,No,No,Yes,No,No
55,31,34,3,1.5,Under,101,No,No,Yes,No,No
28,3,142,1,0.8,Under,0,No,No,Yes,No,No
35,10,64,3,2.3,Under,0,No,Yes,Yes,Yes,No
60,35,44,2,1.6,Prof,170,No,No,Yes,No,No
50,24,95,1,0.3,Under,262,No,No,Yes,No,No
52,26,49,1,1.4,Prof,0,No,No,Yes,No,No
51,27,12,2,0.2,Under,0,No,No,No,No,No
51,26,98,1,1.3,Prof,0,No,No,Yes,Yes,No
59,35,42,4,0.4,Under,0,No,No,Yes,No,No
53,28,44,2,0.6,Prof,0,No,No,Yes,Yes,No
43,17,124,1,5.2,Under,0,No,No,No,No,No
31,6,175,2,6.7,Under,0,No,No,Yes,No,No
32,6,22,4,0.3,Under,0,No,No,No,No,No
41,17,78,4,2.67,Under,99,No,No,Yes,No,No
31,4,54,2,1,Grad,109,No,No,No,Yes,No
41,16,154,1,7,Under,0,No,No,No,Yes,No
47,22,42,3,2.7,Grad,0,No,No,Yes,No,No
37,13,195,2,6.5,Under,635,No,No,Yes,No,No
53,23,80,1,3,Prof,0,No,No,Yes,Yes,No
49,22,81,3,2,Grad,0,No,No,Yes,No,No
62,36,89,2,2,Under,0,No,No,Yes,Yes,No
33,9,61,3,2.6,Grad,0,No,No,Yes,No,No
54,24,25,4,0.4,Prof,0,No,No,No,Yes,No
27,3,43,3,0.1,Grad,163,No,No,Yes,No,No
60,35,122,1,2.6,Under,352,No,No,No,No,No
29,5,160,1,4.3,Under,385,No,No,Yes,No,No
56,32,83,4,1.6,Grad,0,No,No,No,No,No
55,30,79,2,0,Prof,0,No,No,No,No,No
45,19,30,3,0.5,Grad,0,No,No,Yes,Yes,No
33,9,145,1,4.3,Under,437,No,No,Yes,No,No
45,21,151,2,3.3,Under,328,No,No,No,No,No
44,18,14,2,0.1,Prof,98,No,No,No,Yes,No
37,11,19,3,0.2,Grad,0,No,No,Yes,No,No
42,16,55,1,0.7,Prof,135,No,No,Yes,No,No
26,2,132,2,2.4,Prof,0,No,No,No,Yes,Yes
33,8,182,1,8.6,Under,0,No,No,No,No,No
61,36,78,3,0.5,Under,0,No,No,Yes,Yes,No
31,7,42,1,2.4,Grad,0,No,No,Yes,Yes,No
54,29,44,2,2.3,Prof,187,No,No,Yes,No,No
62,38,195,4,5.2,Prof,522,No,Yes,Yes,Yes,Yes
61,36,53,3,0.5,Grad,0,No,No,Yes,No,No
66,41,65,3,2.4,Under,0,No,No,No,No,No
38,12,43,4,0.2,Under,0,No,No,No,No,No
55,29,38,4,1.5,Prof,0,No,No,No,Yes,No
60,36,50,1,1.8,Prof,0,No,No,Yes,No,No
23,-2,81,2,1.8,Grad,0,No,No,No,No,No
29,3,41,1,1.9,Prof,0,No,No,Yes,Yes,No
35,10,73,3,2.3,Under,0,No,No,Yes,No,No
53,27,31,2,0.4,Prof,104,No,No,No,Yes,No
32,7,84,3,0.6,Grad,0,No,No,Yes,Yes,No
38,14,95,2,1.9,Under,0,No,No,Yes,Yes,No
44,18,162,4,1.3,Under,301,No,No,No,No,Yes
43,18,60,2,2.2,Prof,115,No,No,No,No,No
54,30,121,2,1.1,Prof,0,Yes,No,No,No,Yes
52,25,43,3,1,Grad,165,No,Yes,Yes,Yes,No
31,7,38,1,1.8,Grad,182,No,Yes,Yes,Yes,No
47,22,82,1,2.9,Under,276,No,No,Yes,No,No
42,18,52,4,1.9,Under,0,No,No,Yes,No,No
57,33,43,3,1.5,Under,168,No,No,No,Yes,No
33,8,82,1,2.6,Grad,0,Yes,Yes,Yes,Yes,No
35,10,161,1,4.1,Under,0,Yes,No,Yes,No,No
56,30,24,2,0.7,Grad,0,No,No,Yes,No,No
57,32,102,1,2.6,Under,0,No,No,Yes,No,No
25,-1,53,3,2.4,Grad,0,No,No,No,No,No
53,28,85,1,1.2,Under,0,No,No,No,No,No
59,33,111,3,4.4,Under,0,No,No,Yes,No,No
56,32,90,2,0.3,Under,0,No,No,Yes,Yes,No
54,28,94,2,1.1,Under,188,No,No,No,No,No
48,23,63,4,3.6,Prof,0,No,No,No,No,No
55,30,153,2,2.8,Grad,0,Yes,Yes,Yes,No,Yes
33,7,39,2,2,Prof,0,No,No,No,No,No
46,21,205,2,8.8,Under,181,Yes,No,Yes,No,No
42,18,142,1,3.4,Under,496,No,No,Yes,No,No
49,25,163,2,0.4,Under,0,Yes,No,No,No,No
42,17,113,3,1,Under,0,Yes,No,Yes,No,No
46,21,64,1,2.9,Under,0,No,No,Yes,Yes,No
65,40,20,3,0.1,Prof,0,No,No,No,Yes,No
50,24,179,1,1,Under,0,No,No,Yes,No,No
54,24,91,2,4.5,Prof,90,No,No,Yes,No,No
42,18,103,1,3.33,Under,0,Yes,Yes,Yes,Yes,Yes
57,33,80,4,1.6,Grad,0,No,No,No,No,No
61,35,38,2,0.3,Under,0,No,No,No,No,No
60,34,44,1,0.2,Under,0,No,No,No,Yes,No
40,14,164,1,4.3,Grad,0,No,No,No,No,Yes
33,7,81,3,1.6,Under,0,No,No,Yes,Yes,No
37,13,95,2,1.7,Grad,83,No,No,No,No,No
52,28,44,3,1.9,Grad,0,No,No,No,Yes,No
33,7,88,3,1.6,Under,0,No,No,Yes,Yes,No
62,36,148,3,7,Grad,0,No,No,Yes,No,Yes
62,37,169,3,5,Grad,184,No,Yes,Yes,Yes,Yes
63,37,11,1,0.8,Grad,102,No,No,No,Yes,No
55,25,92,1,3,Prof,158,No,No,No,Yes,No
33,9,74,3,2.6,Grad,0,No,No,Yes,No,No
25,1,72,3,0.8,Under,0,No,No,Yes,No,No
55,31,63,3,2.67,Under,0,No,No,Yes,No,No
29,3,172,2,4.5,Under,415,No,No,Yes,No,No
45,21,183,2,1.4,Under,0,No,No,Yes,Yes,No
60,34,40,1,2.5,Prof,166,No,No,Yes,No,No
44,18,68,4,2.9,Under,0,Yes,No,No,Yes,No
48,23,78,4,3.6,Prof,0,No,No,Yes,No,No
57,32,68,2,3.7,Under,184,No,No,No,No,No
