@relation 'd-weka.filters.unsupervised.attribute.StringToNominal-R3,8,10,12,14-weka.filters.unsupervised.attribute.Remove-R10,13-14-weka.filters.unsupervised.attribute.NumericToNominal-R1,5,6,7,9-weka.filters.unsupervised.attribute.Remove-R3-weka.filters.unsupervised.attribute.Remove-R7'

@attribute pclass {1,2,3}
@attribute survived {0,1}
@attribute sex {female,male}
@attribute age {0.1667,0.3333,0.4167,0.6667,0.75,0.8333,0.9167,1,2,3,4,5,6,7,8,9,10,11,11.5,12,13,14,14.5,15,16,17,18,18.5,19,20,20.5,21,22,22.5,23,23.5,24,24.5,25,26,26.5,27,28,28.5,29,30,30.5,31,32,32.5,33,34,34.5,35,36,36.5,37,38,38.5,39,40,40.5,41,42,43,44,45,45.5,46,47,48,49,50,51,52,53,54,55,55.5,56,57,58,59,60,60.5,61,62,63,64,65,66,67,70,70.5,71,74,76,80}
@attribute sibsp {0,1,2,3,4,5,8}
@attribute parch {0,1,2,3,4,5,6,9}
@attribute fare {0,3.1708,4.0125,5,6.2375,6.4375,6.45,6.4958,6.75,6.8583,6.95,6.975,7,7.0458,7.05,7.0542,7.125,7.1417,7.225,7.2292,7.25,7.2833,7.3125,7.4958,7.5208,7.55,7.575,7.5792,7.6292,7.65,7.7208,7.725,7.7292,7.7333,7.7375,7.7417,7.75,7.775,7.7792,7.7875,7.7958,7.8,7.8208,7.8292,7.85,7.8542,7.875,7.8792,7.8875,7.8958,7.925,8.0292,8.05,8.1125,8.1375,8.1583,8.3,8.3625,8.4042,8.4333,8.4583,8.5167,8.6542,8.6625,8.6833,8.7125,8.85,8.9625,9,9.2167,9.225,9.325,9.35,9.475,9.4833,9.5,9.5875,9.6875,9.825,9.8375,9.8417,9.8458,10.1708,10.4625,10.5,10.5167,10.7083,11.1333,11.2417,11.5,12,12.1833,12.275,12.2875,12.35,12.475,12.525,12.65,12.7375,12.875,13,13.4167,13.5,13.775,13.7917,13.8583,13.8625,13.9,14,14.1083,14.4,14.4542,14.4583,14.5,15,15.0333,15.0458,15.05,15.1,15.2458,15.5,15.55,15.5792,15.7417,15.75,15.85,15.9,16,16.1,16.7,17.4,17.8,18,18.75,18.7875,19.2583,19.5,19.9667,20.2125,20.25,20.525,20.575,21,21.075,21.6792,22.025,22.3583,22.525,23,23.25,23.45,24,24.15,25.4667,25.5875,25.7,25.7417,25.925,25.9292,26,26.25,26.2833,26.2875,26.3875,26.55,27,27.4458,27.7208,27.75,27.9,28.5,28.5375,28.7125,29,29.125,29.7,30,30.0708,30.5,30.6958,31,31.275,31.3875,31.5,31.6792,31.6833,32.3208,32.5,33,33.5,34.0208,34.375,34.6542,35,35.5,36.75,37.0042,38.5,39,39.4,39.6,39.6875,40.125,41.5792,42.4,42.5,45.5,46.9,47.1,49.5,49.5042,50,50.4958,51.4792,51.8625,52,52.5542,53.1,55,55.4417,55.9,56.4958,56.9292,57,57.75,57.9792,59.4,60,61.175,61.3792,61.9792,63.3583,65,66.6,69.3,69.55,71,71.2833,73.5,75.2417,75.25,76.2917,76.7292,77.2875,77.9583,78.2667,78.85,79.2,79.65,80,81.8583,82.1708,82.2667,83.1583,83.475,86.5,89.1042,90,91.0792,93.5,106.425,108.9,110.8833,113.275,120,133.65,134.5,135.6333,136.7792,146.5208,151.55,153.4625,164.8667,211.3375,211.5,221.7792,227.525,247.5208,262.375,263,512.3292}
@attribute embarked {C,Q,S}
@attribute boat {2,11,3,10,D,4,9,6,B,8,A,5,7,C,14,'5 9',13,1,15,'5 7','8 10',12,16,'13 15 B','C D','15 16','13 15'}

@data
3,1,female,?,1,1,22.3583,C,D
3,1,female,?,0,2,22.3583,C,D
3,0,female,?,0,0,8.1375,Q,?
3,0,male,24,0,0,8.05,S,?
3,0,female,28,0,0,7.8958,S,?
3,0,male,19,0,0,7.8958,S,?
3,0,male,?,0,0,7.8958,S,?
3,0,male,25,1,0,7.775,S,?
3,0,female,18,0,0,7.775,S,?
3,1,male,32,0,0,8.05,S,9
3,0,male,?,0,0,7.8958,S,?
3,0,male,17,0,0,8.6625,S,?
3,0,male,24,0,0,8.6625,S,?
3,0,male,?,0,0,7.8958,S,?
3,0,female,?,0,0,8.1125,S,?
3,0,male,?,0,0,7.2292,C,?
3,0,male,?,0,0,7.25,S,?
3,0,male,38,0,0,7.8958,S,?
3,0,male,21,0,0,8.05,S,?
3,0,male,10,4,1,29.125,Q,?
3,0,male,4,4,1,29.125,Q,?
3,0,male,7,4,1,29.125,Q,?
3,0,male,2,4,1,29.125,Q,?
3,0,male,8,4,1,29.125,Q,?
3,0,female,39,0,5,29.125,Q,?
3,0,female,22,0,0,39.6875,S,?
3,0,male,35,0,0,7.125,S,?
3,1,female,?,0,0,7.7208,Q,13
3,0,male,?,0,0,14.5,S,?
3,0,female,?,0,0,14.5,S,?
3,0,male,50,1,0,14.5,S,?
3,0,female,47,1,0,14.5,S,?
3,0,male,?,0,0,8.05,S,?
3,0,male,?,0,0,7.775,S,?
3,0,female,2,1,1,20.2125,S,?
3,0,male,18,1,1,20.2125,S,?
3,0,female,41,0,2,20.2125,S,?
3,1,female,?,0,0,8.05,S,C
3,0,male,50,0,0,8.05,S,?
3,0,male,16,0,0,8.05,S,?
3,1,male,?,0,0,7.75,Q,14
3,0,male,?,0,0,24.15,Q,?
3,0,male,?,0,0,7.2292,C,?
3,0,male,25,0,0,7.225,C,?
3,0,male,?,0,0,7.225,C,?
3,0,male,?,0,0,7.7292,Q,?
3,0,male,?,0,0,7.575,S,?
3,0,male,38.5,0,0,7.25,S,?
3,0,male,?,8,2,69.55,S,?
3,0,male,14.5,8,2,69.55,S,?
3,0,female,?,8,2,69.55,S,?
3,0,female,?,8,2,69.55,S,?
3,0,female,?,8,2,69.55,S,?
3,0,female,?,8,2,69.55,S,?
3,0,male,?,8,2,69.55,S,?
3,0,male,?,8,2,69.55,S,?
3,0,male,?,8,2,69.55,S,?
3,0,male,?,1,9,69.55,S,?
3,0,female,?,1,9,69.55,S,?
3,0,male,24,0,0,9.325,S,?
3,1,female,21,0,0,7.65,S,C
3,0,male,39,0,0,7.925,S,?
3,0,male,?,2,0,21.6792,C,?
3,0,male,?,2,0,21.6792,C,?
3,0,male,?,2,0,21.6792,C,?
3,1,female,1,1,1,16.7,S,13
3,1,female,24,0,2,16.7,S,13
3,1,female,4,1,1,16.7,S,13
3,1,male,25,0,0,9.5,S,11
3,0,male,20,0,0,8.05,S,?
3,0,male,24.5,0,0,8.05,S,?
3,0,male,?,0,0,7.725,Q,?
3,0,male,?,0,0,7.8958,S,?
3,0,male,?,0,0,7.75,Q,?
3,1,male,29,0,0,9.5,S,11
3,0,male,?,0,0,15.1,S,?
3,1,female,?,0,0,7.7792,Q,?
3,0,male,?,0,0,8.05,S,?
3,0,male,?,0,0,8.05,S,?
3,0,male,22,0,0,7.2292,C,?
3,0,male,?,0,0,8.05,S,?
3,0,male,40,0,0,7.8958,S,?
3,0,male,21,0,0,7.925,S,?
3,1,female,18,0,0,7.4958,S,16
3,0,male,4,3,2,27.9,S,?
3,0,male,10,3,2,27.9,S,?
3,0,female,9,3,2,27.9,S,?
3,0,female,2,3,2,27.9,S,?
3,0,male,40,1,4,27.9,S,?
3,0,female,45,1,4,27.9,S,?
3,0,male,?,0,0,7.8958,S,?
3,0,male,?,0,0,8.05,S,?
3,0,male,?,0,0,8.6625,S,?
3,0,male,?,0,0,7.75,Q,?
3,1,female,?,0,0,7.7333,Q,13
3,0,male,19,0,0,7.65,S,?
3,0,male,30,0,0,8.05,S,?
3,0,male,?,0,0,8.05,S,?
3,0,male,32,0,0,8.05,S,?
3,0,male,?,0,0,7.8958,S,?
3,0,male,33,0,0,8.6625,C,?
3,1,female,23,0,0,7.55,S,C
3,0,male,21,0,0,8.05,S,?
3,0,male,60.5,0,0,?,S,?
3,0,male,19,0,0,7.8958,S,?
3,0,female,22,0,0,9.8375,S,?
3,1,male,31,0,0,7.925,S,9
3,0,male,27,0,0,8.6625,S,?
3,0,female,2,0,1,10.4625,S,?
3,0,female,29,1,1,10.4625,S,?
3,1,male,16,0,0,8.05,S,B
3,1,male,44,0,0,7.925,S,15
3,0,male,25,0,0,7.05,S,?
3,0,male,74,0,0,7.775,S,?
3,1,male,14,0,0,9.225,S,13
3,0,male,24,0,0,7.7958,S,?
3,1,male,25,0,0,7.7958,S,'13 15'
3,0,male,34,0,0,8.05,S,?
3,1,male,0.4167,0,1,8.5167,C,16
3,0,male,?,1,0,6.4375,C,?
3,0,male,?,0,0,6.4375,C,?
3,0,male,?,0,0,7.225,C,?
3,1,female,16,1,1,8.5167,C,14
3,0,male,?,0,0,8.05,S,?
3,0,male,?,1,0,16.1,S,?
3,1,female,?,1,0,16.1,S,10
3,0,male,32,0,0,7.925,S,?
3,0,male,?,0,0,7.75,Q,?
3,0,male,?,0,0,7.8958,S,?
3,0,male,30.5,0,0,8.05,S,?
3,0,male,44,0,0,8.05,S,?
3,0,male,?,0,0,7.2292,C,?
3,1,male,25,0,0,0,S,15
3,0,male,?,0,0,7.2292,C,?
3,1,male,7,1,1,15.2458,C,C
3,1,female,9,1,1,15.2458,C,C
3,1,female,29,0,2,15.2458,C,C
3,0,male,36,0,0,7.8958,S,?
3,1,female,18,0,0,9.8417,S,15
3,1,female,63,0,0,9.5875,S,15
3,0,male,?,1,1,14.5,S,?
3,0,male,11.5,1,1,14.5,S,?
3,0,male,40.5,0,2,14.5,S,?
3,0,female,10,0,2,24.15,S,?
3,0,male,36,1,1,24.15,S,?
3,0,female,30,1,1,24.15,S,?
3,0,male,?,0,0,9.5,S,?
3,0,male,33,0,0,9.5,S,?
3,0,male,28,0,0,9.5,S,?
3,0,male,28,0,0,9.5,S,?
3,0,male,47,0,0,9,S,?
3,0,female,18,2,0,18,S,?
3,0,male,31,3,0,18,S,?
3,0,male,16,2,0,18,S,?
3,0,female,31,1,0,18,S,?
3,1,male,22,0,0,7.225,C,'13 15'
3,0,male,20,0,0,7.8542,S,?
3,0,female,14,0,0,7.8542,S,?
3,0,male,22,0,0,7.8958,S,?
3,0,male,22,0,0,9,S,?
3,0,male,?,0,0,8.05,S,?
3,0,male,?,0,0,7.55,S,?
3,0,male,?,0,0,8.05,S,?
3,0,male,32.5,0,0,9.5,S,?
3,1,female,38,0,0,7.2292,C,C
3,0,male,51,0,0,7.75,S,?
3,0,male,18,1,0,6.4958,S,?
3,0,male,21,1,0,6.4958,S,?
3,1,female,47,1,0,7,S,?
3,0,male,?,0,0,8.7125,S,?
3,0,male,?,0,0,7.55,S,?
3,0,male,?,0,0,8.05,S,?
3,0,male,28.5,0,0,16.1,S,?
3,0,male,21,0,0,7.25,S,?
3,0,male,27,0,0,8.6625,S,?
3,0,male,?,0,0,7.25,S,?
3,0,male,36,0,0,9.5,S,?
3,0,male,27,1,0,14.4542,C,C
3,1,female,15,1,0,14.4542,C,?
3,0,male,45.5,0,0,7.225,C,?
3,0,male,?,0,0,7.225,C,?
3,0,male,?,0,0,14.4583,C,?
3,0,female,14.5,1,0,14.4542,C,?
3,0,female,?,1,0,14.4542,C,?
3,0,male,26.5,0,0,7.225,C,?
3,0,male,27,0,0,7.225,C,?
3,0,male,29,0,0,7.875,S,?
