@relation 'd-weka.filters.unsupervised.attribute.StringToNominal-R12,14-weka.filters.unsupervised.attribute.NumericToNominal-R1-weka.filters.unsupervised.attribute.Remove-R8,10,13-14-weka.filters.unsupervised.attribute.RenameAttribute-find([굚s굚S]+)-replace객실등급-R1-weka.filters.unsupervised.attribute.RenameAttribute-find([굚s굚S]+)-replace생존여부-R2-weka.filters.unsupervised.attribute.Remove-R3-weka.filters.unsupervised.attribute.RenameAttribute-find([굚s굚S]+)-replace성별-R3-weka.filters.unsupervised.attribute.RenameAttribute-find([굚s굚S]+)-replace나이-R4-weka.filters.unsupervised.attribute.RenameAttribute-find([굚s굚S]+)-replace동승_형제_배우자수-R5-weka.filters.unsupervised.attribute.RenameAttribute-find([굚s굚S]+)-replace동승_부모_자녀수-R6-weka.filters.unsupervised.attribute.RenameAttribute-find([굚s굚S]+)-replace요금-R7-weka.filters.unsupervised.attribute.RenameAttribute-find([굚s굚S]+)-replace탑승위치-R8-weka.filters.unsupervised.attribute.RenameAttribute-find([굚s굚S]+)-replace구명보트번호-Rlast-weka.filters.unsupervised.attribute.RenameNominalValues-R1-N1:1등급,2:2등급,3:3등급-weka.filters.unsupervised.attribute.RenameNominalValues-R2-N0:사망,1:생존-weka.filters.unsupervised.attribute.RenameNominalValues-R3-Nfemale:여성,male:남성'

@attribute 객실등급 {1등급,2등급,3등급}
@attribute 생존여부 {사망,생존}
@attribute 성별 {여성,남성}
@attribute 나이 numeric
@attribute 동승_형제_배우자수 numeric
@attribute 동승_부모_자녀수 numeric
@attribute 요금 numeric
@attribute 탑승위치 {C,Q,S}
@attribute 구명보트번호 {2,11,3,10,D,4,9,6,B,8,A,5,7,C,14,'5 9',13,1,15,'5 7','8 10',12,16,'13 15 B','C D','15 16','13 15'}

@data
3등급,생존,여성,19,1,1,15.7417,C,C
3등급,사망,남성,33,0,0,8.05,S,?
3등급,사망,남성,?,0,0,7.8958,S,?
3등급,사망,남성,?,0,0,7.2292,C,?
3등급,사망,여성,?,0,0,7.75,Q,?
3등급,사망,남성,?,0,0,7.8958,S,?
3등급,생존,남성,12,1,0,11.2417,C,C
3등급,생존,여성,14,1,0,11.2417,C,C
3등급,사망,여성,29,0,0,7.925,S,?
3등급,사망,남성,28,0,0,8.05,S,?
3등급,생존,여성,18,0,0,7.775,S,D
3등급,생존,여성,26,0,0,7.8542,S,13
3등급,사망,남성,21,0,0,7.8542,S,?
3등급,사망,남성,41,0,0,7.125,S,?
3등급,생존,남성,39,0,0,7.925,S,9
3등급,사망,남성,21,0,0,7.8,S,?
3등급,사망,남성,28.5,0,0,7.2292,C,?
3등급,생존,여성,22,0,0,7.75,S,13
3등급,사망,남성,61,0,0,6.2375,S,?
3등급,사망,남성,?,1,0,15.5,Q,?
3등급,사망,남성,?,0,0,7.8292,Q,?
3등급,생존,여성,?,1,0,15.5,Q,?
3등급,사망,남성,?,0,0,7.7333,Q,?
3등급,사망,남성,?,0,0,7.75,Q,?
3등급,사망,남성,?,0,0,7.75,Q,?
3등급,사망,남성,23,0,0,9.225,S,?
3등급,사망,여성,?,0,0,7.75,Q,?
3등급,생존,여성,?,0,0,7.75,Q,D
3등급,생존,여성,?,0,0,7.8792,Q,?
3등급,생존,여성,22,0,0,7.775,S,C
3등급,생존,남성,?,0,0,7.75,Q,B
3등급,생존,여성,?,0,0,7.8292,Q,13
3등급,생존,남성,9,0,1,3.1708,S,13
3등급,사망,남성,28,0,0,22.525,S,?
3등급,사망,남성,42,0,1,8.4042,S,?
3등급,사망,남성,?,0,0,7.3125,S,?
3등급,사망,여성,31,0,0,7.8542,S,?
3등급,사망,남성,28,0,0,7.8542,S,?
3등급,생존,남성,32,0,0,7.775,S,A
3등급,사망,남성,20,0,0,9.225,S,?
3등급,사망,여성,23,0,0,8.6625,S,?
3등급,사망,여성,20,0,0,8.6625,S,?
3등급,사망,남성,20,0,0,8.6625,S,?
3등급,사망,남성,16,0,0,9.2167,S,?
3등급,생존,여성,31,0,0,8.6833,S,?
3등급,사망,여성,?,0,0,7.6292,Q,?
3등급,사망,남성,2,3,1,21.075,S,?
3등급,사망,남성,6,3,1,21.075,S,?
3등급,사망,여성,3,3,1,21.075,S,?
3등급,사망,여성,8,3,1,21.075,S,?
3등급,사망,여성,29,0,4,21.075,S,?
3등급,사망,남성,1,4,1,39.6875,S,?
3등급,사망,남성,7,4,1,39.6875,S,?
3등급,사망,남성,2,4,1,39.6875,S,?
3등급,사망,남성,16,4,1,39.6875,S,?
3등급,사망,남성,14,4,1,39.6875,S,?
3등급,사망,여성,41,0,5,39.6875,S,?
3등급,사망,남성,21,0,0,8.6625,S,?
3등급,사망,남성,19,0,0,14.5,S,?
3등급,사망,남성,?,0,0,8.7125,C,?
3등급,사망,남성,32,0,0,7.8958,S,?
3등급,사망,남성,0.75,1,1,13.775,S,?
3등급,사망,여성,3,1,1,13.775,S,?
3등급,사망,여성,26,0,2,13.775,S,?
3등급,사망,남성,?,0,0,7,S,?
3등급,사망,남성,?,0,0,7.775,S,?
3등급,사망,남성,?,0,0,8.05,S,?
3등급,사망,남성,21,0,0,7.925,S,?
3등급,사망,남성,25,0,0,7.925,S,?
3등급,사망,남성,22,0,0,7.25,S,?
3등급,생존,남성,25,1,0,7.775,S,15
3등급,생존,남성,?,1,1,22.3583,C,C
3등급,생존,여성,?,1,1,22.3583,C,D
3등급,생존,여성,?,0,2,22.3583,C,D
3등급,사망,여성,?,0,0,8.1375,Q,?
3등급,사망,남성,24,0,0,8.05,S,?
3등급,사망,여성,28,0,0,7.8958,S,?
3등급,사망,남성,19,0,0,7.8958,S,?
3등급,사망,남성,?,0,0,7.8958,S,?
3등급,사망,남성,25,1,0,7.775,S,?
3등급,사망,여성,18,0,0,7.775,S,?
3등급,생존,남성,32,0,0,8.05,S,9
3등급,사망,남성,?,0,0,7.8958,S,?
3등급,사망,남성,17,0,0,8.6625,S,?
3등급,사망,남성,24,0,0,8.6625,S,?
3등급,사망,남성,?,0,0,7.8958,S,?
3등급,사망,여성,?,0,0,8.1125,S,?
3등급,사망,남성,?,0,0,7.2292,C,?
3등급,사망,남성,?,0,0,7.25,S,?
3등급,사망,남성,38,0,0,7.8958,S,?
3등급,사망,남성,21,0,0,8.05,S,?
3등급,사망,남성,10,4,1,29.125,Q,?
3등급,사망,남성,4,4,1,29.125,Q,?
3등급,사망,남성,7,4,1,29.125,Q,?
3등급,사망,남성,2,4,1,29.125,Q,?
3등급,사망,남성,8,4,1,29.125,Q,?
3등급,사망,여성,39,0,5,29.125,Q,?
3등급,사망,여성,22,0,0,39.6875,S,?
3등급,사망,남성,35,0,0,7.125,S,?
3등급,생존,여성,?,0,0,7.7208,Q,13
3등급,사망,남성,?,0,0,14.5,S,?
3등급,사망,여성,?,0,0,14.5,S,?
3등급,사망,남성,50,1,0,14.5,S,?
3등급,사망,여성,47,1,0,14.5,S,?
3등급,사망,남성,?,0,0,8.05,S,?
3등급,사망,남성,?,0,0,7.775,S,?
3등급,사망,여성,2,1,1,20.2125,S,?
3등급,사망,남성,18,1,1,20.2125,S,?
3등급,사망,여성,41,0,2,20.2125,S,?
3등급,생존,여성,?,0,0,8.05,S,C
3등급,사망,남성,50,0,0,8.05,S,?
3등급,사망,남성,16,0,0,8.05,S,?
3등급,생존,남성,?,0,0,7.75,Q,14
3등급,사망,남성,?,0,0,24.15,Q,?
3등급,사망,남성,?,0,0,7.2292,C,?
3등급,사망,남성,25,0,0,7.225,C,?
3등급,사망,남성,?,0,0,7.225,C,?
3등급,사망,남성,?,0,0,7.7292,Q,?
3등급,사망,남성,?,0,0,7.575,S,?
3등급,사망,남성,38.5,0,0,7.25,S,?
3등급,사망,남성,?,8,2,69.55,S,?
3등급,사망,남성,14.5,8,2,69.55,S,?
3등급,사망,여성,?,8,2,69.55,S,?
3등급,사망,여성,?,8,2,69.55,S,?
3등급,사망,여성,?,8,2,69.55,S,?
3등급,사망,여성,?,8,2,69.55,S,?
3등급,사망,남성,?,8,2,69.55,S,?
3등급,사망,남성,?,8,2,69.55,S,?
3등급,사망,남성,?,8,2,69.55,S,?
3등급,사망,남성,?,1,9,69.55,S,?
3등급,사망,여성,?,1,9,69.55,S,?
3등급,사망,남성,24,0,0,9.325,S,?
3등급,생존,여성,21,0,0,7.65,S,C
3등급,사망,남성,39,0,0,7.925,S,?
3등급,사망,남성,?,2,0,21.6792,C,?
3등급,사망,남성,?,2,0,21.6792,C,?
3등급,사망,남성,?,2,0,21.6792,C,?
3등급,생존,여성,1,1,1,16.7,S,13
3등급,생존,여성,24,0,2,16.7,S,13
3등급,생존,여성,4,1,1,16.7,S,13
3등급,생존,남성,25,0,0,9.5,S,11
3등급,사망,남성,20,0,0,8.05,S,?
3등급,사망,남성,24.5,0,0,8.05,S,?
3등급,사망,남성,?,0,0,7.725,Q,?
3등급,사망,남성,?,0,0,7.8958,S,?
3등급,사망,남성,?,0,0,7.75,Q,?
3등급,생존,남성,29,0,0,9.5,S,11
3등급,사망,남성,?,0,0,15.1,S,?
3등급,생존,여성,?,0,0,7.7792,Q,?
3등급,사망,남성,?,0,0,8.05,S,?
3등급,사망,남성,?,0,0,8.05,S,?
3등급,사망,남성,22,0,0,7.2292,C,?
3등급,사망,남성,?,0,0,8.05,S,?
3등급,사망,남성,40,0,0,7.8958,S,?
3등급,사망,남성,21,0,0,7.925,S,?
3등급,생존,여성,18,0,0,7.4958,S,16
3등급,사망,남성,4,3,2,27.9,S,?
3등급,사망,남성,10,3,2,27.9,S,?
3등급,사망,여성,9,3,2,27.9,S,?
3등급,사망,여성,2,3,2,27.9,S,?
3등급,사망,남성,40,1,4,27.9,S,?
3등급,사망,여성,45,1,4,27.9,S,?
3등급,사망,남성,?,0,0,7.8958,S,?
3등급,사망,남성,?,0,0,8.05,S,?
3등급,사망,남성,?,0,0,8.6625,S,?
3등급,사망,남성,?,0,0,7.75,Q,?
3등급,생존,여성,?,0,0,7.7333,Q,13
3등급,사망,남성,19,0,0,7.65,S,?
3등급,사망,남성,30,0,0,8.05,S,?
3등급,사망,남성,?,0,0,8.05,S,?
3등급,사망,남성,32,0,0,8.05,S,?
3등급,사망,남성,?,0,0,7.8958,S,?
3등급,사망,남성,33,0,0,8.6625,C,?
3등급,생존,여성,23,0,0,7.55,S,C
3등급,사망,남성,21,0,0,8.05,S,?
3등급,사망,남성,60.5,0,0,?,S,?
3등급,사망,남성,19,0,0,7.8958,S,?
3등급,사망,여성,22,0,0,9.8375,S,?
3등급,생존,남성,31,0,0,7.925,S,9
3등급,사망,남성,27,0,0,8.6625,S,?
3등급,사망,여성,2,0,1,10.4625,S,?
3등급,사망,여성,29,1,1,10.4625,S,?
3등급,생존,남성,16,0,0,8.05,S,B
3등급,생존,남성,44,0,0,7.925,S,15
3등급,사망,남성,25,0,0,7.05,S,?
3등급,사망,남성,74,0,0,7.775,S,?
3등급,생존,남성,14,0,0,9.225,S,13
3등급,사망,남성,24,0,0,7.7958,S,?
3등급,생존,남성,25,0,0,7.7958,S,'13 15'
3등급,사망,남성,34,0,0,8.05,S,?
3등급,생존,남성,0.4167,0,1,8.5167,C,16
3등급,사망,남성,?,1,0,6.4375,C,?
3등급,사망,남성,?,0,0,6.4375,C,?
3등급,사망,남성,?,0,0,7.225,C,?
3등급,생존,여성,16,1,1,8.5167,C,14
3등급,사망,남성,?,0,0,8.05,S,?
3등급,사망,남성,?,1,0,16.1,S,?
3등급,생존,여성,?,1,0,16.1,S,10
3등급,사망,남성,32,0,0,7.925,S,?
3등급,사망,남성,?,0,0,7.75,Q,?
3등급,사망,남성,?,0,0,7.8958,S,?
3등급,사망,남성,30.5,0,0,8.05,S,?
3등급,사망,남성,44,0,0,8.05,S,?
3등급,사망,남성,?,0,0,7.2292,C,?
3등급,생존,남성,25,0,0,0,S,15
3등급,사망,남성,?,0,0,7.2292,C,?
3등급,생존,남성,7,1,1,15.2458,C,C
3등급,생존,여성,9,1,1,15.2458,C,C
3등급,생존,여성,29,0,2,15.2458,C,C
3등급,사망,남성,36,0,0,7.8958,S,?
3등급,생존,여성,18,0,0,9.8417,S,15
3등급,생존,여성,63,0,0,9.5875,S,15
3등급,사망,남성,?,1,1,14.5,S,?
3등급,사망,남성,11.5,1,1,14.5,S,?
3등급,사망,남성,40.5,0,2,14.5,S,?
3등급,사망,여성,10,0,2,24.15,S,?
3등급,사망,남성,36,1,1,24.15,S,?
3등급,사망,여성,30,1,1,24.15,S,?
3등급,사망,남성,?,0,0,9.5,S,?
3등급,사망,남성,33,0,0,9.5,S,?
3등급,사망,남성,28,0,0,9.5,S,?
3등급,사망,남성,28,0,0,9.5,S,?
3등급,사망,남성,47,0,0,9,S,?
3등급,사망,여성,18,2,0,18,S,?
3등급,사망,남성,31,3,0,18,S,?
3등급,사망,남성,16,2,0,18,S,?
3등급,사망,여성,31,1,0,18,S,?
3등급,생존,남성,22,0,0,7.225,C,'13 15'
3등급,사망,남성,20,0,0,7.8542,S,?
3등급,사망,여성,14,0,0,7.8542,S,?
3등급,사망,남성,22,0,0,7.8958,S,?
3등급,사망,남성,22,0,0,9,S,?
3등급,사망,남성,?,0,0,8.05,S,?
3등급,사망,남성,?,0,0,7.55,S,?
3등급,사망,남성,?,0,0,8.05,S,?
3등급,사망,남성,32.5,0,0,9.5,S,?
3등급,생존,여성,38,0,0,7.2292,C,C
3등급,사망,남성,51,0,0,7.75,S,?
3등급,사망,남성,18,1,0,6.4958,S,?
3등급,사망,남성,21,1,0,6.4958,S,?
3등급,생존,여성,47,1,0,7,S,?
3등급,사망,남성,?,0,0,8.7125,S,?
3등급,사망,남성,?,0,0,7.55,S,?
3등급,사망,남성,?,0,0,8.05,S,?
3등급,사망,남성,28.5,0,0,16.1,S,?
3등급,사망,남성,21,0,0,7.25,S,?
3등급,사망,남성,27,0,0,8.6625,S,?
3등급,사망,남성,?,0,0,7.25,S,?
3등급,사망,남성,36,0,0,9.5,S,?
3등급,사망,남성,27,1,0,14.4542,C,C
3등급,생존,여성,15,1,0,14.4542,C,?
3등급,사망,남성,45.5,0,0,7.225,C,?
3등급,사망,남성,?,0,0,7.225,C,?
3등급,사망,남성,?,0,0,14.4583,C,?
3등급,사망,여성,14.5,1,0,14.4542,C,?
3등급,사망,여성,?,1,0,14.4542,C,?
3등급,사망,남성,26.5,0,0,7.225,C,?
3등급,사망,남성,27,0,0,7.225,C,?
3등급,사망,남성,29,0,0,7.875,S,?
